dataset,subject,nll,converged,true_alpha_pos,recovered_alpha_pos,true_alpha_neg,recovered_alpha_neg,true_phi,recovered_phi,true_rho,recovered_rho,true_capacity,recovered_capacity,true_epsilon,recovered_epsilon
1,46,1150.208984375,True,0.12399147097669157,0.1318797618150711,0.29221810159654654,0.2929140031337738,0.6239629065543563,0.5984787344932556,0.38941875768533685,0.27958521246910095,3.318176749084807,6.644338130950928,0.33230947812143663,0.37913715839385986
1,47,1393.8758544921875,True,0.8848674205468001,0.5056455135345459,0.4237397711657463,0.24544347822666168,0.7457655699969612,0.7889007925987244,0.8684975714214604,0.38558831810951233,6.9330164907310365,7.0,0.8754430825079076,0.9043095111846924
1,48,836.0499877929688,True,0.2686740725036917,0.2520882189273834,0.5107431573215633,0.44743213057518005,0.06834799217031887,0.01395588368177414,0.3363996441044501,0.4241392910480499,6.8561000358169295,6.759189605712891,0.2682057444719411,0.2301245629787445
1,49,738.0765991210938,True,0.9161292455284625,0.8878693580627441,0.8850863941666728,0.9028264284133911,0.48437494694035105,0.4905967116355896,0.6420342492302157,0.576789379119873,1.3599523450058122,1.4407517910003662,0.06280306480713416,0.07858318090438843
2,0,1328.8394775390625,True,0.765105432384414,0.5120400786399841,0.24750115952908114,0.2668098509311676,0.5606039207262733,0.5212817788124084,0.8209465411255986,0.9838231801986694,3.4964058604741552,2.614774227142334,0.6511299387119206,0.613938570022583
2,1,795.2730712890625,True,0.4130066531834809,0.18057596683502197,0.06102123860358937,0.07195267081260681,0.292937504462702,0.30233901739120483,0.9376115245440387,0.9195098876953125,4.742996106655274,4.839391708374023,0.11104495433784943,0.09632415324449539
2,2,1353.9952392578125,True,0.7331248562258085,0.4793180525302887,0.9008024268365215,0.7568452954292297,0.7493223267125654,0.9575244188308716,0.30586717709037786,0.33862540125846863,2.57876789626678,2.7716007232666016,0.7808387445552278,0.7412269711494446
2,3,1376.793212890625,True,0.36311688902397393,0.9990000128746033,0.7419396752928205,0.9990000128746033,0.044477082994023025,0.9869972467422485,0.7872651601442284,0.9861023426055908,4.555025150746051,4.045889854431152,0.9833257428696559,0.8204911947250366
2,4,704.5509643554688,True,0.27499041854071443,0.2821822464466095,0.21655456250147515,0.22422055900096893,0.211912719775891,0.29576924443244934,0.3090696676962386,0.3044871985912323,3.254965769650975,4.6298627853393555,0.10074783694746214,0.08189205080270767
2,5,1433.315673828125,True,0.6515156002044862,0.9721828699111938,0.7851501514188763,0.23182262480258942,0.7885576989257048,0.31807708740234375,0.5899722470052516,0.3374940752983093,6.496430279471372,4.43937349319458,0.9165075266944268,0.8904181718826294
2,6,1026.123779296875,True,0.22971559992455545,0.22697308659553528,0.698010948182525,0.5984847545623779,0.9154229975091903,0.8775860667228699,0.5939381183386233,0.5237076878547668,3.019251851256457,3.4418530464172363,0.14105853699171986,0.1943148821592331
2,7,1259.3253173828125,True,0.7276539392269633,0.0010000000474974513,0.692656830775509,0.9990000128746033,0.8042713141424231,0.7052820920944214,0.9977693651100361,0.9990000128746033,6.05512609579507,4.571322917938232,0.43080205856570486,0.5407130122184753
2,8,997.103271484375,True,0.5183889760180219,0.4762961268424988,0.45065117535427296,0.42837879061698914,0.9668275080745894,0.9942798018455505,0.09481710664942397,0.4061566889286041,3.8441063029923432,4.667499542236328,0.3150657228403464,0.0010000000474974513
2,9,1325.99560546875,True,0.6652614295095175,0.6994707584381104,0.06299241835023178,0.2913036048412323,0.17227751395083818,0.2732768654823303,0.21038824486471952,0.364957720041275,5.610995951376079,5.351147651672363,0.9149442064764111,0.923938512802124
2,10,908.5397338867188,True,0.43447714689307093,0.3870352506637573,0.5048309092286749,0.4755766987800598,0.654871679809029,0.6776396036148071,0.36318339490745694,0.4027930796146393,4.600599987344235,3.6366519927978516,0.17106043237946958,0.17475827038288116
